ID,QUESTION_ID,ANSWER
500101640,500100461,Open Communication
500101641,500100461,Innovation and Creativity
500101642,500100461,Workplace Environment
500101643,500100461,Other
500101644,500100463,Yes
500101645,500100463,No
500101646,500100463,Partially
500101647,500100464,Yes
500101648,500100464,No
500101649,500100464,Sometimes
500101650,500100465,Completely agree
500101651,500100465,Partially agree
500101652,500100465,Neutral
500101653,500100465,Partially disagree
500101654,500100465,Completely disagree
500101655,500100467,Less than 1 year
500101656,500100467,1-3 years
500101657,500100467,3-5 years
500101658,500100467,5-10 years
500101659,500100467,More than 10 years
500101660,500100468,1
500101661,500100468,2
500101662,500100468,3
500101663,500100468,4
500101664,500100468,5
500101665,500100468,6
500101666,500100468,7
500101667,500100468,8
500101668,500100468,9
500101669,500100468,10
500101670,500100469,Always
500101671,500100469,Almost always
500101672,500100469,Often
500101673,500100469,Sometimes
500101674,500100469,Rarely
500101675,500100469,Never
500101676,500100470,Very comfortable
500101677,500100470,Comfortable
500101678,500100470,Neutral
500101679,500100470,Uncomfortable
500101680,500100470,Very uncomfortable
500101681,500100471,"Yes, the initiatives were effective"
500101682,500100471,"Yes, but with poor results"
500101683,500100471,No
500101684,500100473,1
500101685,500100473,2
500101686,500100473,3
500101687,500100473,4
500101688,500100473,5
500101689,500100473,6
500101690,500100473,7
500101691,500100473,8
500101692,500100473,9
500101693,500100473,10
500101694,500100474,Yes
500101695,500100474,No
500101696,500100474,Neutral
500101697,500100475,Yes
500101698,500100475,No
500101699,500100475,Neutral
500101700,500100476,Yes
500101701,500100476,No
500101702,500100476,Neutral
500101703,500100478,"None, I work fully remote"
500101704,500100478,At most 2 days per week
500101705,500100478,Almost everyday
500101706,500100478,Everyday
500101707,500100479,Completely agree
500101708,500100479,Partially agree
500101709,500100479,Neutral
500101710,500100479,Partially disagree
500101711,500100479,Completely disagree
500101712,500100480,Excellent
500101713,500100480,Good
500101714,500100480,Neutral
500101715,500100480,Poor
500101716,500100480,Very poor
500101717,500100481,"Yes, completely"
500101718,500100481,"Yes, to some extent"
500101719,500100481,"No, not really"
500101720,500100481,"No, not at all"
500101721,500100485,Executive/Senior Management
500101722,500100485,Manager
500101723,500100485,Staff/Employee
500101724,500100485,Intern
500101725,500100485,Other (please specify): __________________
500101726,500100486,Less than 1 year
500101727,500100486,1-3 years
500101728,500100486,3-5 years
500101729,500100486,5-10 years
500101730,500100486,More than 10 years
500101731,500100487,Completely agree
500101732,500100487,Partially agree
500101733,500100487,Neutral
500101734,500100487,Partially disagree
500101735,500100487,Completely disagree
500101736,500100489,1
500101737,500100489,2
500101738,500100489,3
500101739,500100489,4
500101740,500100489,5
500101741,500100489,6
500101742,500100489,7
500101743,500100489,8
500101744,500100489,9
500101745,500100489,10
500101746,500100490,Yes
500101747,500100490,No
500101748,500100490,Sometimes
